"実行日時: 2026-03-03 13:47:20"

"検索条件"
"集計単位: 商品別"
"集計期間: 全期間で集計 2026-02-23 - 2026-03-01"
"■■■■■商品・キーワードCPCを設定される際にはここから上は行ごと削除してください■■■■■"
"コントロールカラム","日付","商品ページURL","商品管理番号","入札単価","CTR(%)","商品CPC","クリック数(合計)","実績額(合計)","CPC実績(合計)","クリック数(新規)","実績額(新規)","CPC実績(新規)","クリック数(既存)","実績額(既存)","CPC実績(既存)","売上金額(合計12時間)","売上件数(合計12時間)","CVR(合計12時間)(%)","ROAS(合計12時間)(%)","注文獲得単価(合計12時間)","売上金額(合計720時間)","売上件数(合計720時間)","CVR(合計720時間)(%)","ROAS(合計720時間)(%)","注文獲得単価(合計720時間)","売上金額(新規12時間)","売上件数(新規12時間)","CVR(新規12時間)(%)","ROAS(新規12時間)(%)","注文獲得単価(新規12時間)","売上金額(新規720時間)","売上件数(新規720時間)","CVR(新規720時間)(%)","ROAS(新規720時間)(%)","注文獲得単価(新規720時間)","売上金額(既存12時間)","売上件数(既存12時間)","CVR(既存12時間)(%)","ROAS(既存12時間)(%)","注文獲得単価(既存12時間)","売上金額(既存720時間)","売上件数(既存720時間)","CVR(既存720時間)(%)","ROAS(既存720時間)(%)","注文獲得単価(既存720時間)"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk071-hyo-hiyoko/","lk071-hyo-hiyoko","36","0.12","","47","1156","25","46","1138","25","1","18","18","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk070-naf-75mgmin/","lk070-naf-75mgmin","20","0.07","","55","917","17","55","917","17","0","0","0","0","0","0.00","0.00","0","998","1","1.81","108.83","917","0","0","0.00","0.00","0","998","1","1.81","108.83","917","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk069-hyo-bigofyoko/","lk069-hyo-bigofyoko","44","0.12","","73","3493","48","70","3361","49","3","132","44","17996","2","2.73","515.20","1747","17996","2","2.73","515.20","1747","8998","1","1.42","267.71","3361","8998","1","1.42","267.71","3361","8998","1","33.33","6816.66","132","8998","1","33.33","6816.66","132"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk068-hyo-2smgyoko/","lk068-hyo-2smgyoko","20","0.28","","112","1844","17","85","1574","19","27","270","10","998","1","0.89","54.12","1844","1996","2","1.78","108.24","922","998","1","1.17","63.40","1574","1996","2","2.35","126.81","787","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk067-hyo-mgtate/","lk067-hyo-mgtate","20","0.08","","13","192","15","13","192","15","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk066-hyo-mgsei/","lk066-hyo-mgsei","20","0.48","","209","5522","27","201","5442","28","8","80","10","2580","1","0.47","46.72","5522","6974","4","1.91","126.29","1381","2580","1","0.49","47.40","5442","6974","4","1.99","128.15","1361","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk065-hyo-mgofyoko/","lk065-hyo-mgofyoko","24","0.36","","265","5376","21","260","5188","20","5","188","38","4872","5","1.88","90.62","1076","6868","7","2.64","127.75","768","3874","4","1.53","74.67","1297","3874","4","1.53","74.67","1297","998","1","20.00","530.85","188","2994","3","60.00","1592.55","63"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk064-hyo-gawayoko/","lk064-hyo-gawayoko","20","0.29","","38","702","19","38","702","19","0","0","0","0","0","0.00","0.00","0","3298","1","2.63","469.80","702","0","0","0.00","0.00","0","3298","1","2.63","469.80","702","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk063-hyo-mgyoko/","lk063-hyo-mgyoko","20","0.64","","478","14195","30","459","13491","30","19","704","38","33862","30","6.27","238.54","474","41152","35","7.32","289.90","406","28872","27","5.88","214.00","500","32864","31","6.75","243.59","436","4990","3","15.78","708.80","235","8288","4","21.05","1177.27","176"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk062-hyo-awatate/","lk062-hyo-awatate","20","0.61","","38","667","18","36","647","18","2","20","10","4198","2","5.26","629.38","334","4198","2","5.26","629.38","334","4198","2","5.55","648.84","324","4198","2","5.55","648.84","324","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk061-hyo-gawasei-st/","lk061-hyo-gawasei-st","20","1.94","","7","180","26","7","180","26","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk060-hyo-awa2yoko/","lk060-hyo-awa2yoko","22","0.15","","115","2918","26","113","2896","26","2","22","11","8952","6","5.21","306.78","487","10750","7","6.08","368.40","417","8952","6","5.30","309.11","483","10750","7","6.19","371.20","414","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk059-hyo-awa2sei/","lk059-hyo-awa2sei","23","0.39","","36","804","23","35","793","23","1","11","11","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk058-led/","lk058-led","20","0.07","","204","3406","17","202","3356","17","2","50","25","7740","3","1.47","227.24","1136","10338","4","1.96","303.52","852","7740","3","1.48","230.63","1119","10338","4","1.98","308.04","839","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk057-wak10/","lk057-wak10","20","0.00","","2","20","10","2","20","10","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk056-hyo-awayoko/","lk056-hyo-awayoko","23","0.13","","200","2921","15","197","2888","15","3","33","11","1898","1","0.50","64.97","2921","1898","1","0.50","64.97","2921","1898","1","0.50","65.72","2888","1898","1","0.50","65.72","2888","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk055-gftag-ura/","lk055-gftag-ura","20","0.05","","183","1971","11","178","1921","11","5","50","10","4960","2","1.09","251.64","986","4960","2","1.09","251.64","986","4960","2","1.12","258.19","961","4960","2","1.12","258.19","961","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk053-wak/","lk053-wak","20","0.00","","13","130","10","13","130","10","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk052-hyo-mawasei/","lk052-hyo-mawasei","20","0.62","","11","150","14","11","150","14","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk051-car/","lk051-car","20","0.06","","432","4699","11","431","4659","11","1","40","40","2580","1","0.23","54.90","4699","2580","1","0.23","54.90","4699","2580","1","0.23","55.37","4659","2580","1","0.23","55.37","4659","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk050-hyo-oftate/","lk050-hyo-oftate","20","0.12","","21","240","12","20","230","12","1","10","10","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk049-hyo-msei/","lk049-hyo-msei","27","0.09","","19","384","21","19","384","21","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk048-naf-75marugo/","lk048-naf-75marugo","20","0.08","","42","672","16","41","662","17","1","10","10","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk047-hyo-2sesei/","lk047-hyo-2sesei","23","0.10","","59","1611","28","59","1611","28","0","0","0","3078","2","3.38","191.06","806","3078","2","3.38","191.06","806","3078","2","3.38","191.06","806","3078","2","3.38","191.06","806","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk046-hyo-2seyoko/","lk046-hyo-2seyoko","20","0.19","","111","2792","26","107","2707","26","4","85","22","2758","3","2.70","98.78","931","2758","3","2.70","98.78","931","2758","3","2.80","101.88","903","2758","3","2.80","101.88","903","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk045-hyo-awasei/","lk045-hyo-awasei","20","0.14","","109","2389","22","107","2337","22","2","52","26","2580","1","0.91","107.99","2389","2580","1","0.91","107.99","2389","2580","1","0.93","110.39","2337","2580","1","0.93","110.39","2337","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk044-naf-75-hi/","lk044-naf-75-hi","20","0.23","","31","526","17","31","526","17","0","0","0","0","0","0.00","0.00","0","998","1","3.22","189.73","526","0","0","0.00","0.00","0","998","1","3.22","189.73","526","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk041-hyo-myokocopy/","lk041-hyo-myokocopy","21","0.50","","6","156","26","5","146","30","1","10","10","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk040-kaf/","lk040-kaf","20","0.30","","61","632","11","58","602","11","3","30","10","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk039-naf-75/","lk039-naf-75","25","0.05","","92","1900","21","89","1730","20","3","170","57","2600","1","1.08","136.84","1900","2600","1","1.08","136.84","1900","0","0","0.00","0.00","0","0","0","0.00","0.00","0","2600","1","33.33","1529.41","170","2600","1","33.33","1529.41","170"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk038-hyo/","lk038-hyo","26","0.19","","43","797","19","41","771","19","2","26","13","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk037-hyo-sei/","lk037-hyo-sei","20","0.09","","33","521","16","32","511","16","1","10","10","3958","3","9.09","759.69","174","3958","3","9.09","759.69","174","3958","3","9.37","774.55","171","3958","3","9.37","774.55","171","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk035-hyo/","lk035-hyo","20","0.12","","22","670","31","21","570","28","1","100","100","7900","1","4.54","1179.10","670","10296","2","9.09","1536.71","335","7900","1","4.76","1385.96","570","7900","1","4.76","1385.96","570","0","0","0.00","0.00","0","2396","1","100.00","2396.00","100"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk034-hyo/","lk034-hyo","23","0.54","","28","523","19","27","512","19","1","11","11","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk033-hyo/","lk033-hyo","20","0.26","","110","1851","17","106","1811","18","4","40","10","5680","3","2.72","306.86","617","5680","3","2.72","306.86","617","5680","3","2.83","313.63","604","5680","3","2.83","313.63","604","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk032-gfken-m/","lk032-gfken-m","20","0.01","","19","210","12","19","210","12","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk031-gfken/","lk031-gfken","20","0.06","","67","789","12","64","759","12","3","30","10","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk029-hyo/","lk029-hyo","20","0.15","","26","300","12","26","300","12","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk028-hyo/","lk028-hyo","44","0.20","","135","4627","35","133","4451","34","2","176","88","29100","10","7.40","628.91","463","29100","10","7.40","628.91","463","29100","10","7.51","653.78","446","29100","10","7.51","653.78","446","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk027-hyo/","lk027-hyo","43","0.24","","1419","46612","33","1391","45244","33","28","1368","49","81358","37","2.60","174.54","1260","91118","43","3.03","195.48","1084","74598","32","2.30","164.87","1414","81678","36","2.58","180.52","1257","6760","5","17.85","494.15","274","9440","7","25.00","690.05","196"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk026-gftag/","lk026-gftag","20","0.11","","172","2910","17","172","2910","17","0","0","0","10460","3","1.74","359.45","970","10460","3","1.74","359.45","970","10460","3","1.74","359.45","970","10460","3","1.74","359.45","970","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk025-hyo/","lk025-hyo","20","0.38","","40","650","17","40","650","17","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk024-hyo/","lk024-hyo","20","0.16","","12","170","15","12","170","15","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk023-hyo/","lk023-hyo","20","0.12","","434","5912","14","424","5752","14","10","160","16","10274","7","1.61","173.78","845","11272","8","1.84","190.66","739","10274","7","1.65","178.61","822","11272","8","1.88","195.96","719","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk021-gftag/","lk021-gftag","20","0.09","","177","2352","14","173","2242","13","4","110","28","4500","1","0.56","191.32","2352","27000","2","1.12","1147.95","1176","4500","1","0.57","200.71","2242","27000","2","1.15","1204.28","1121","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk020-gftag/","lk020-gftag","20","0.20","","80","1239","16","80","1239","16","0","0","0","3700","1","1.25","298.62","1239","3700","1","1.25","298.62","1239","3700","1","1.25","298.62","1239","3700","1","1.25","298.62","1239","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk019-gftag/","lk019-gftag","20","0.03","","37","472","13","36","462","13","1","10","10","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk015-fa/","lk015-fa","20","0.00","","2","20","10","2","20","10","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk014-pl/","lk014-pl","33","0.07","","7","302","44","7","302","44","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk013-pl/","lk013-pl","20","0.14","","3","30","10","3","30","10","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk012-pl/","lk012-pl","26","0.03","","5","192","39","5","192","39","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk007-gftag/","lk007-gftag","20","0.02","","22","287","14","19","257","14","3","30","10","1980","1","4.54","689.89","287","1980","1","4.54","689.89","287","1980","1","5.26","770.42","257","1980","1","5.26","770.42","257","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk006-gftag/","lk006-gftag","20","0.06","","155","2113","14","153","2063","14","2","50","25","1980","1","0.64","93.70","2113","1980","1","0.64","93.70","2113","1980","1","0.65","95.97","2063","1980","1","0.65","95.97","2063","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk005-gftag/","lk005-gftag","22","0.14","","117","1724","15","115","1704","15","2","20","10","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk004s2-intag/","lk004s2-intag","20","0.13","","27","330","13","27","330","13","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk004-intag/","lk004-intag","20","0.11","","58","701","13","57","691","13","1","10","10","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk003-gftag/","lk003-gftag","20","0.15","","89","1232","14","88","1222","14","1","10","10","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk002-gftag/","lk002-gftag","24","0.11","","301","7748","26","295","7609","26","6","139","24","9700","5","1.66","125.19","1550","9700","5","1.66","125.19","1550","9700","5","1.69","127.48","1522","9700","5","1.69","127.48","1522","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/lk001-gftag/","lk001-gftag","32","0.10","","655","15670","24","643","15142","24","12","528","44","26700","13","1.98","170.38","1206","26700","13","1.98","170.38","1206","23140","12","1.86","152.81","1262","23140","12","1.86","152.81","1262","3560","1","8.33","674.24","528","3560","1","8.33","674.24","528"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/dtu300-can/","dtu300-can","100","0.04","","371","25432","69","370","25382","69","1","50","50","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp044-wc/","cp044-wc","60","0.05","","77","2843","37","74","2749","38","3","94","32","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp041-kid/","cp041-kid","20","0.06","","52","915","18","51","905","18","1","10","10","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp039/","cp039","20","0.04","","63","1061","17","60","1031","18","3","30","10","998","1","1.58","94.06","1061","998","1","1.58","94.06","1061","998","1","1.66","96.79","1031","998","1","1.66","96.79","1031","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp037-emb/","cp037-emb","27","0.12","","516","11569","23","507","11415","23","9","154","18","6540","2","0.38","56.53","5785","6540","2","0.38","56.53","5785","6540","2","0.39","57.29","5708","6540","2","0.39","57.29","5708","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp017-sansyaba/","cp017-sansyaba","27","0.07","","36","723","21","33","602","19","3","121","41","4000","1","2.77","553.25","723","4000","1","2.77","553.25","723","4000","1","3.03","664.45","602","4000","1","3.03","664.45","602","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp016-sansya/","cp016-sansya","20","0.10","","9","210","24","8","200","25","1","10","10","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp015-san/","cp015-san","25","0.01","","6","125","21","6","125","21","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp014-2mgkiri/","cp014-2mgkiri","23","0.50","","133","1818","14","133","1818","14","0","0","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp007-2tate/","cp007-2tate","20","0.07","","52","721","14","51","711","14","1","10","10","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp006-mgkiri/","cp006-mgkiri","23","0.52","","346","11030","32","342","10917","32","4","113","29","24776","12","3.46","224.62","920","27772","14","4.04","251.78","788","24776","12","3.50","226.94","910","25774","13","3.80","236.09","840","0","0","0.00","0.00","0","1998","1","25.00","1768.14","113"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp005-tate/","cp005-tate","20","0.08","","192","3212","17","189","3135","17","3","77","26","3200","3","1.56","99.62","1071","4200","4","2.08","130.75","803","3200","3","1.58","102.07","1045","3200","3","1.58","102.07","1045","0","0","0.00","0.00","0","1000","1","33.33","1298.70","77"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp004-2moji/","cp004-2moji","27","0.16","","224","5255","24","218","5146","24","6","109","19","9150","4","1.78","174.11","1314","10330","5","2.23","196.57","1051","9150","4","1.83","177.80","1287","10330","5","2.29","200.73","1030","0","0","0.00","0.00","0","0","0","0.00","0.00","0"
"","2026年02月23日～2026年03月01日","https://item.rakuten.co.jp/naireya-bekkan/cp002-moji/","cp002-moji","22","0.11","","781","20676","27","753","19692","27","28","984","36","24298","13","1.66","117.51","1591","34938","15","1.92","168.97","1379","16298","10","1.32","82.76","1970","21948","11","1.46","111.45","1791","8000","3","10.71","813.00","328","12990","4","14.28","1320.12","246"
